GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AD4BE001,NAME_M,AD4BM001
"G4701790","2011-2015",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Tennessee",0.4943,"Washington County, Tennessee",0.0169
"G4701810","2011-2015",,,"Tennessee","47","Wayne County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Tennessee",0.4497,"Wayne County, Tennessee",0.0227
"G4701830","2011-2015",,,"Tennessee","47","Weakley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,"Weakley County, Tennessee",0.4484,"Weakley County, Tennessee",0.0131
"G4701850","2011-2015",,,"Tennessee","47","White County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Tennessee",0.4302,"White County, Tennessee",0.0266
"G4701870","2011-2015",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamson County, Tennessee",0.4459,"Williamson County, Tennessee",0.0084
"G4701890","2011-2015",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wilson County, Tennessee",0.4208,"Wilson County, Tennessee",0.0123
"G4800010","2011-2015",,,"Texas","48","Anderson County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, Texas",0.4532,"Anderson County, Texas",0.0205
"G4800030","2011-2015",,,"Texas","48","Andrews County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrews County, Texas",0.4425,"Andrews County, Texas",0.0349
"G4800050","2011-2015",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Angelina County, Texas",0.4631,"Angelina County, Texas",0.0254
"G4800070","2011-2015",,,"Texas","48","Aransas County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Aransas County, Texas",0.5134,"Aransas County, Texas",0.0367
"G4800090","2011-2015",,,"Texas","48","Archer County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Archer County, Texas",0.4419,"Archer County, Texas",0.0386
"G4800110","2011-2015",,,"Texas","48","Armstrong County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Armstrong County, Texas",0.3784,"Armstrong County, Texas",0.0250
"G4800130","2011-2015",,,"Texas","48","Atascosa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Atascosa County, Texas",0.4335,"Atascosa County, Texas",0.0242
"G4800150","2011-2015",,,"Texas","48","Austin County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Austin County, Texas",0.4464,"Austin County, Texas",0.0215
"G4800170","2011-2015",,,"Texas","48","Bailey County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bailey County, Texas",0.4043,"Bailey County, Texas",0.0394
"G4800190","2011-2015",,,"Texas","48","Bandera County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bandera County, Texas",0.4055,"Bandera County, Texas",0.0215
"G4800210","2011-2015",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bastrop County, Texas",0.4327,"Bastrop County, Texas",0.0278
"G4800230","2011-2015",,,"Texas","48","Baylor County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Baylor County, Texas",0.5810,"Baylor County, Texas",0.1003
"G4800250","2011-2015",,,"Texas","48","Bee County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bee County, Texas",0.4750,"Bee County, Texas",0.0271
"G4800270","2011-2015",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bell County, Texas",0.4347,"Bell County, Texas",0.0086
"G4800290","2011-2015",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bexar County, Texas",0.4630,"Bexar County, Texas",0.0035
"G4800310","2011-2015",,,"Texas","48","Blanco County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Blanco County, Texas",0.4340,"Blanco County, Texas",0.0296
"G4800330","2011-2015",,,"Texas","48","Borden County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Borden County, Texas",0.5737,"Borden County, Texas",0.1369
"G4800350","2011-2015",,,"Texas","48","Bosque County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bosque County, Texas",0.4603,"Bosque County, Texas",0.0339
"G4800370","2011-2015",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bowie County, Texas",0.4869,"Bowie County, Texas",0.0182
"G4800390","2011-2015",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brazoria County, Texas",0.4304,"Brazoria County, Texas",0.0100
"G4800410","2011-2015",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brazos County, Texas",0.5195,"Brazos County, Texas",0.0104
"G4800430","2011-2015",,,"Texas","48","Brewster County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brewster County, Texas",0.5010,"Brewster County, Texas",0.0646
"G4800450","2011-2015",,,"Texas","48","Briscoe County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Briscoe County, Texas",0.4446,"Briscoe County, Texas",0.0327
"G4800470","2011-2015",,,"Texas","48","Brooks County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brooks County, Texas",0.5338,"Brooks County, Texas",0.0614
"G4800490","2011-2015",,,"Texas","48","Brown County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Texas",0.4629,"Brown County, Texas",0.0262
"G4800510","2011-2015",,,"Texas","48","Burleson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Burleson County, Texas",0.4362,"Burleson County, Texas",0.0237
"G4800530","2011-2015",,,"Texas","48","Burnet County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Burnet County, Texas",0.4413,"Burnet County, Texas",0.0251
"G4800550","2011-2015",,,"Texas","48","Caldwell County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Caldwell County, Texas",0.4186,"Caldwell County, Texas",0.0200
"G4800570","2011-2015",,,"Texas","48","Calhoun County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Texas",0.4141,"Calhoun County, Texas",0.0195
"G4800590","2011-2015",,,"Texas","48","Callahan County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Callahan County, Texas",0.4825,"Callahan County, Texas",0.0298
"G4800610","2011-2015",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cameron County, Texas",0.4956,"Cameron County, Texas",0.0069
"G4800630","2011-2015",,,"Texas","48","Camp County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Camp County, Texas",0.4474,"Camp County, Texas",0.0399
"G4800650","2011-2015",,,"Texas","48","Carson County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carson County, Texas",0.3761,"Carson County, Texas",0.0284
"G4800670","2011-2015",,,"Texas","48","Cass County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Texas",0.4478,"Cass County, Texas",0.0176
"G4800690","2011-2015",,,"Texas","48","Castro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Castro County, Texas",0.4900,"Castro County, Texas",0.0977
"G4800710","2011-2015",,,"Texas","48","Chambers County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chambers County, Texas",0.4390,"Chambers County, Texas",0.0248
"G4800730","2011-2015",,,"Texas","48","Cherokee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Texas",0.4676,"Cherokee County, Texas",0.0188
"G4800750","2011-2015",,,"Texas","48","Childress County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Childress County, Texas",0.4526,"Childress County, Texas",0.0593
"G4800770","2011-2015",,,"Texas","48","Clay County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Texas",0.4513,"Clay County, Texas",0.0333
"G4800790","2011-2015",,,"Texas","48","Cochran County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cochran County, Texas",0.4965,"Cochran County, Texas",0.0474
"G4800810","2011-2015",,,"Texas","48","Coke County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Coke County, Texas",0.4688,"Coke County, Texas",0.0788
"G4800830","2011-2015",,,"Texas","48","Coleman County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Coleman County, Texas",0.4649,"Coleman County, Texas",0.0382
"G4800850","2011-2015",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Collin County, Texas",0.4308,"Collin County, Texas",0.0045
"G4800870","2011-2015",,,"Texas","48","Collingsworth County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Collingsworth County, Texas",0.4026,"Collingsworth County, Texas",0.0368
"G4800890","2011-2015",,,"Texas","48","Colorado County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Colorado County, Texas",0.4835,"Colorado County, Texas",0.0317
"G4800910","2011-2015",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Comal County, Texas",0.4439,"Comal County, Texas",0.0144
"G4800930","2011-2015",,,"Texas","48","Comanche County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Comanche County, Texas",0.4429,"Comanche County, Texas",0.0221
"G4800950","2011-2015",,,"Texas","48","Concho County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Concho County, Texas",0.4662,"Concho County, Texas",0.0518
"G4800970","2011-2015",,,"Texas","48","Cooke County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cooke County, Texas",0.4414,"Cooke County, Texas",0.0162
"G4800990","2011-2015",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Coryell County, Texas",0.4040,"Coryell County, Texas",0.0166
"G4801010","2011-2015",,,"Texas","48","Cottle County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cottle County, Texas",0.4263,"Cottle County, Texas",0.0585
"G4801030","2011-2015",,,"Texas","48","Crane County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crane County, Texas",0.4159,"Crane County, Texas",0.0606
"G4801050","2011-2015",,,"Texas","48","Crockett County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crockett County, Texas",0.4133,"Crockett County, Texas",0.0780
"G4801070","2011-2015",,,"Texas","48","Crosby County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crosby County, Texas",0.4484,"Crosby County, Texas",0.0346
"G4801090","2011-2015",,,"Texas","48","Culberson County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Culberson County, Texas",0.4728,"Culberson County, Texas",0.0605
"G4801110","2011-2015",,,"Texas","48","Dallam County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallam County, Texas",0.4307,"Dallam County, Texas",0.0398
"G4801130","2011-2015",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Texas",0.5017,"Dallas County, Texas",0.0035
"G4801150","2011-2015",,,"Texas","48","Dawson County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Texas",0.4865,"Dawson County, Texas",0.0381
"G4801170","2011-2015",,,"Texas","48","Deaf Smith County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Deaf Smith County, Texas",0.4263,"Deaf Smith County, Texas",0.0192
"G4801190","2011-2015",,,"Texas","48","Delta County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Texas",0.4390,"Delta County, Texas",0.0276
"G4801210","2011-2015",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Denton County, Texas",0.4302,"Denton County, Texas",0.0051
"G4801230","2011-2015",,,"Texas","48","DeWitt County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"DeWitt County, Texas",0.5395,"DeWitt County, Texas",0.0341
"G4801250","2011-2015",,,"Texas","48","Dickens County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickens County, Texas",0.4820,"Dickens County, Texas",0.0456
"G4801270","2011-2015",,,"Texas","48","Dimmit County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dimmit County, Texas",0.5224,"Dimmit County, Texas",0.0658
"G4801290","2011-2015",,,"Texas","48","Donley County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Donley County, Texas",0.4164,"Donley County, Texas",0.0243
"G4801310","2011-2015",,,"Texas","48","Duval County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Duval County, Texas",0.5198,"Duval County, Texas",0.0474
"G4801330","2011-2015",,,"Texas","48","Eastland County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Eastland County, Texas",0.5552,"Eastland County, Texas",0.0567
"G4801350","2011-2015",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ector County, Texas",0.4411,"Ector County, Texas",0.0117
"G4801370","2011-2015",,,"Texas","48","Edwards County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Edwards County, Texas",0.4283,"Edwards County, Texas",0.0619
"G4801390","2011-2015",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ellis County, Texas",0.4102,"Ellis County, Texas",0.0083
"G4801410","2011-2015",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Texas",0.4618,"El Paso County, Texas",0.0050
"G4801430","2011-2015",,,"Texas","48","Erath County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Erath County, Texas",0.5055,"Erath County, Texas",0.0246
"G4801450","2011-2015",,,"Texas","48","Falls County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"Falls County, Texas",0.4468,"Falls County, Texas",0.0161
"G4801470","2011-2015",,,"Texas","48","Fannin County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fannin County, Texas",0.4263,"Fannin County, Texas",0.0155
"G4801490","2011-2015",,,"Texas","48","Fayette County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Texas",0.5003,"Fayette County, Texas",0.0329
"G4801510","2011-2015",,,"Texas","48","Fisher County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fisher County, Texas",0.4816,"Fisher County, Texas",0.0736
"G4801530","2011-2015",,,"Texas","48","Floyd County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Texas",0.4633,"Floyd County, Texas",0.0319
"G4801550","2011-2015",,,"Texas","48","Foard County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,"Foard County, Texas",0.3692,"Foard County, Texas",0.0321
"G4801570","2011-2015",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fort Bend County, Texas",0.4248,"Fort Bend County, Texas",0.0067
"G4801590","2011-2015",,,"Texas","48","Franklin County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Texas",0.5224,"Franklin County, Texas",0.0580
"G4801610","2011-2015",,,"Texas","48","Freestone County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,"Freestone County, Texas",0.4604,"Freestone County, Texas",0.0225
"G4801630","2011-2015",,,"Texas","48","Frio County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"Frio County, Texas",0.5122,"Frio County, Texas",0.0506
"G4801650","2011-2015",,,"Texas","48","Gaines County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaines County, Texas",0.4464,"Gaines County, Texas",0.0645
"G4801670","2011-2015",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,"Galveston County, Texas",0.4619,"Galveston County, Texas",0.0067
"G4801690","2011-2015",,,"Texas","48","Garza County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,"Garza County, Texas",0.4918,"Garza County, Texas",0.0814
"G4801710","2011-2015",,,"Texas","48","Gillespie County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gillespie County, Texas",0.4546,"Gillespie County, Texas",0.0225
"G4801730","2011-2015",,,"Texas","48","Glasscock County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,"Glasscock County, Texas",0.4700,"Glasscock County, Texas",0.0492
"G4801750","2011-2015",,,"Texas","48","Goliad County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,"Goliad County, Texas",0.4886,"Goliad County, Texas",0.0482
"G4801770","2011-2015",,,"Texas","48","Gonzales County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gonzales County, Texas",0.4734,"Gonzales County, Texas",0.0200
"G4801790","2011-2015",,,"Texas","48","Gray County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gray County, Texas",0.4209,"Gray County, Texas",0.0174
"G4801810","2011-2015",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grayson County, Texas",0.4476,"Grayson County, Texas",0.0113
"G4801830","2011-2015",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gregg County, Texas",0.4592,"Gregg County, Texas",0.0117
"G4801850","2011-2015",,,"Texas","48","Grimes County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grimes County, Texas",0.4737,"Grimes County, Texas",0.0282
"G4801870","2011-2015",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,"Guadalupe County, Texas",0.4003,"Guadalupe County, Texas",0.0082
"G4801890","2011-2015",,,"Texas","48","Hale County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hale County, Texas",0.4210,"Hale County, Texas",0.0184
"G4801910","2011-2015",,,"Texas","48","Hall County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hall County, Texas",0.4996,"Hall County, Texas",0.0604
"G4801930","2011-2015",,,"Texas","48","Hamilton County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Texas",0.4845,"Hamilton County, Texas",0.0526
"G4801950","2011-2015",,,"Texas","48","Hansford County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hansford County, Texas",0.4568,"Hansford County, Texas",0.0391
"G4801970","2011-2015",,,"Texas","48","Hardeman County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardeman County, Texas",0.4549,"Hardeman County, Texas",0.0332
"G4801990","2011-2015",,,"Texas","48","Hardin County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Texas",0.4492,"Hardin County, Texas",0.0196
"G4802010","2011-2015",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harris County, Texas",0.4985,"Harris County, Texas",0.0024
"G4802030","2011-2015",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Texas",0.4726,"Harrison County, Texas",0.0244
"G4802050","2011-2015",,,"Texas","48","Hartley County","205",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hartley County, Texas",0.3956,"Hartley County, Texas",0.0431
"G4802070","2011-2015",,,"Texas","48","Haskell County","207",,,,,,,,,,,,,,,,,,,,,,,,,,,"Haskell County, Texas",0.4593,"Haskell County, Texas",0.0248
"G4802090","2011-2015",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hays County, Texas",0.4598,"Hays County, Texas",0.0087
"G4802110","2011-2015",,,"Texas","48","Hemphill County","211",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hemphill County, Texas",0.4484,"Hemphill County, Texas",0.0545
"G4802130","2011-2015",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Texas",0.4632,"Henderson County, Texas",0.0183
"G4802150","2011-2015",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hidalgo County, Texas",0.4924,"Hidalgo County, Texas",0.0062
"G4802170","2011-2015",,,"Texas","48","Hill County","217",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hill County, Texas",0.4557,"Hill County, Texas",0.0163
"G4802190","2011-2015",,,"Texas","48","Hockley County","219",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hockley County, Texas",0.4370,"Hockley County, Texas",0.0205
"G4802210","2011-2015",,,"Texas","48","Hood County","221",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hood County, Texas",0.4503,"Hood County, Texas",0.0168
"G4802230","2011-2015",,,"Texas","48","Hopkins County","223",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hopkins County, Texas",0.4535,"Hopkins County, Texas",0.0223
"G4802250","2011-2015",,,"Texas","48","Houston County","225",,,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County, Texas",0.4765,"Houston County, Texas",0.0254
"G4802270","2011-2015",,,"Texas","48","Howard County","227",,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Texas",0.4629,"Howard County, Texas",0.0219
"G4802290","2011-2015",,,"Texas","48","Hudspeth County","229",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudspeth County, Texas",0.4948,"Hudspeth County, Texas",0.0448
"G4802310","2011-2015",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunt County, Texas",0.4423,"Hunt County, Texas",0.0105
"G4802330","2011-2015",,,"Texas","48","Hutchinson County","233",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hutchinson County, Texas",0.4343,"Hutchinson County, Texas",0.0179
"G4802350","2011-2015",,,"Texas","48","Irion County","235",,,,,,,,,,,,,,,,,,,,,,,,,,,"Irion County, Texas",0.4539,"Irion County, Texas",0.0503
"G4802370","2011-2015",,,"Texas","48","Jack County","237",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jack County, Texas",0.4635,"Jack County, Texas",0.0405
"G4802390","2011-2015",,,"Texas","48","Jackson County","239",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Texas",0.4334,"Jackson County, Texas",0.0290
"G4802410","2011-2015",,,"Texas","48","Jasper County","241",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Texas",0.4378,"Jasper County, Texas",0.0148
"G4802430","2011-2015",,,"Texas","48","Jeff Davis County","243",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jeff Davis County, Texas",0.3856,"Jeff Davis County, Texas",0.0433
"G4802450","2011-2015",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Texas",0.4909,"Jefferson County, Texas",0.0098
"G4802470","2011-2015",,,"Texas","48","Jim Hogg County","247",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jim Hogg County, Texas",0.4641,"Jim Hogg County, Texas",0.0387
"G4802490","2011-2015",,,"Texas","48","Jim Wells County","249",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jim Wells County, Texas",0.5005,"Jim Wells County, Texas",0.0310
"G4802510","2011-2015",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Texas",0.4114,"Johnson County, Texas",0.0136
"G4802530","2011-2015",,,"Texas","48","Jones County","253",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Texas",0.4494,"Jones County, Texas",0.0279
"G4802550","2011-2015",,,"Texas","48","Karnes County","255",,,,,,,,,,,,,,,,,,,,,,,,,,,"Karnes County, Texas",0.5856,"Karnes County, Texas",0.0391
"G4802570","2011-2015",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kaufman County, Texas",0.4141,"Kaufman County, Texas",0.0150
"G4802590","2011-2015",,,"Texas","48","Kendall County","259",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kendall County, Texas",0.4532,"Kendall County, Texas",0.0247
"G4802610","2011-2015",,,"Texas","48","Kenedy County","261",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenedy County, Texas",0.3863,"Kenedy County, Texas",0.0711
"G4802630","2011-2015",,,"Texas","48","Kent County","263",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent County, Texas",0.4595,"Kent County, Texas",0.0820
"G4802650","2011-2015",,,"Texas","48","Kerr County","265",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kerr County, Texas",0.4725,"Kerr County, Texas",0.0295
"G4802670","2011-2015",,,"Texas","48","Kimble County","267",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kimble County, Texas",0.5099,"Kimble County, Texas",0.0687
"G4802690","2011-2015",,,"Texas","48","King County","269",,,,,,,,,,,,,,,,,,,,,,,,,,,"King County, Texas",0.4000,"King County, Texas",0.0849
"G4802710","2011-2015",,,"Texas","48","Kinney County","271",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kinney County, Texas",0.3882,"Kinney County, Texas",0.0337
"G4802730","2011-2015",,,"Texas","48","Kleberg County","273",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kleberg County, Texas",0.4712,"Kleberg County, Texas",0.0231
"G4802750","2011-2015",,,"Texas","48","Knox County","275",,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Texas",0.4167,"Knox County, Texas",0.0294
"G4802770","2011-2015",,,"Texas","48","Lamar County","277",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Texas",0.4692,"Lamar County, Texas",0.0148
"G4802790","2011-2015",,,"Texas","48","Lamb County","279",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamb County, Texas",0.4712,"Lamb County, Texas",0.0259
"G4802810","2011-2015",,,"Texas","48","Lampasas County","281",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lampasas County, Texas",0.4096,"Lampasas County, Texas",0.0153
"G4802830","2011-2015",,,"Texas","48","La Salle County","283",,,,,,,,,,,,,,,,,,,,,,,,,,,"La Salle County, Texas",0.5986,"La Salle County, Texas",0.0884
"G4802850","2011-2015",,,"Texas","48","Lavaca County","285",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lavaca County, Texas",0.4480,"Lavaca County, Texas",0.0190
"G4802870","2011-2015",,,"Texas","48","Lee County","287",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Texas",0.4477,"Lee County, Texas",0.0273
"G4802890","2011-2015",,,"Texas","48","Leon County","289",,,,,,,,,,,,,,,,,,,,,,,,,,,"Leon County, Texas",0.4768,"Leon County, Texas",0.0410
"G4802910","2011-2015",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Texas",0.4386,"Liberty County, Texas",0.0156
"G4802930","2011-2015",,,"Texas","48","Limestone County","293",,,,,,,,,,,,,,,,,,,,,,,,,,,"Limestone County, Texas",0.4572,"Limestone County, Texas",0.0205
"G4802950","2011-2015",,,"Texas","48","Lipscomb County","295",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lipscomb County, Texas",0.4437,"Lipscomb County, Texas",0.0310
"G4802970","2011-2015",,,"Texas","48","Live Oak County","297",,,,,,,,,,,,,,,,,,,,,,,,,,,"Live Oak County, Texas",0.4222,"Live Oak County, Texas",0.0260
"G4802990","2011-2015",,,"Texas","48","Llano County","299",,,,,,,,,,,,,,,,,,,,,,,,,,,"Llano County, Texas",0.5416,"Llano County, Texas",0.0327
"G4803010","2011-2015",,,"Texas","48","Loving County","301",,,,,,,,,,,,,,,,,,,,,,,,,,,"Loving County, Texas",0.4299,"Loving County, Texas",0.1107
