GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,J4TE001,NAME_M,J4TM001
"G0500750","2006-2010",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Arkansas",0.4270,"Lawrence County, Arkansas",0.0189
"G0500770","2006-2010",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Arkansas",0.4310,"Lee County, Arkansas",0.0278
"G0500790","2006-2010",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Arkansas",0.4830,"Lincoln County, Arkansas",0.0445
"G0500810","2006-2010",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"Little River County, Arkansas",0.4300,"Little River County, Arkansas",0.0198
"G0500830","2006-2010",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Arkansas",0.4270,"Logan County, Arkansas",0.0204
"G0500850","2006-2010",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",0.3910,"Lonoke County, Arkansas",0.0121
"G0500870","2006-2010",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Arkansas",0.4460,"Madison County, Arkansas",0.0359
"G0500890","2006-2010",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Arkansas",0.4310,"Marion County, Arkansas",0.0293
"G0500910","2006-2010",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Arkansas",0.4320,"Miller County, Arkansas",0.0167
"G0500930","2006-2010",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Arkansas",0.4670,"Mississippi County, Arkansas",0.0175
"G0500950","2006-2010",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Arkansas",0.4700,"Monroe County, Arkansas",0.0329
"G0500970","2006-2010",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Arkansas",0.4930,"Montgomery County, Arkansas",0.0738
"G0500990","2006-2010",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, Arkansas",0.4610,"Nevada County, Arkansas",0.0612
"G0501010","2006-2010",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Arkansas",0.4370,"Newton County, Arkansas",0.0379
"G0501030","2006-2010",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita County, Arkansas",0.4510,"Ouachita County, Arkansas",0.0163
"G0501050","2006-2010",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Arkansas",0.3900,"Perry County, Arkansas",0.0223
"G0501070","2006-2010",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Arkansas",0.4690,"Phillips County, Arkansas",0.0205
"G0501090","2006-2010",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Arkansas",0.4630,"Pike County, Arkansas",0.0393
"G0501110","2006-2010",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Poinsett County, Arkansas",0.4340,"Poinsett County, Arkansas",0.0183
"G0501130","2006-2010",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Arkansas",0.4170,"Polk County, Arkansas",0.0164
"G0501150","2006-2010",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Arkansas",0.4340,"Pope County, Arkansas",0.0122
"G0501170","2006-2010",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",0.4150,"Prairie County, Arkansas",0.0241
"G0501190","2006-2010",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",0.4820,"Pulaski County, Arkansas",0.0078
"G0501210","2006-2010",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",0.4900,"Randolph County, Arkansas",0.0274
"G0501230","2006-2010",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",0.4750,"St. Francis County, Arkansas",0.0219
"G0501250","2006-2010",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",0.3940,"Saline County, Arkansas",0.0097
"G0501270","2006-2010",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",0.4380,"Scott County, Arkansas",0.0268
"G0501290","2006-2010",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",0.4360,"Searcy County, Arkansas",0.0285
"G0501310","2006-2010",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",0.4680,"Sebastian County, Arkansas",0.0153
"G0501330","2006-2010",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",0.4090,"Sevier County, Arkansas",0.0328
"G0501350","2006-2010",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",0.4270,"Sharp County, Arkansas",0.0213
"G0501370","2006-2010",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",0.4370,"Stone County, Arkansas",0.0248
"G0501390","2006-2010",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",0.4710,"Union County, Arkansas",0.0169
"G0501410","2006-2010",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",0.4380,"Van Buren County, Arkansas",0.0286
"G0501430","2006-2010",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",0.4610,"Washington County, Arkansas",0.0095
"G0501450","2006-2010",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",0.4550,"White County, Arkansas",0.0220
"G0501470","2006-2010",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",0.5100,"Woodruff County, Arkansas",0.0450
"G0501490","2006-2010",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",0.3850,"Yell County, Arkansas",0.0187
"G0600010","2006-2010",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",0.4560,"Alameda County, California",0.0032
"G0600030","2006-2010",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",0.4490,"Alpine County, California",0.0751
"G0600050","2006-2010",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",0.3990,"Amador County, California",0.0179
"G0600070","2006-2010",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",0.4490,"Butte County, California",0.0081
"G0600090","2006-2010",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",0.4120,"Calaveras County, California",0.0178
"G0600110","2006-2010",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",0.4290,"Colusa County, California",0.0271
"G0600130","2006-2010",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",0.4530,"Contra Costa County, California",0.0046
"G0600150","2006-2010",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",0.4480,"Del Norte County, California",0.0307
"G0600170","2006-2010",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",0.4210,"El Dorado County, California",0.0092
"G0600190","2006-2010",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",0.4590,"Fresno County, California",0.0054
"G0600210","2006-2010",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",0.4360,"Glenn County, California",0.0199
"G0600230","2006-2010",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",0.4730,"Humboldt County, California",0.0202
"G0600250","2006-2010",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",0.4690,"Imperial County, California",0.0135
"G0600270","2006-2010",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",0.4270,"Inyo County, California",0.0178
"G0600290","2006-2010",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Kern County, California",0.4520,"Kern County, California",0.0051
"G0600310","2006-2010",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, California",0.4130,"Kings County, California",0.0102
"G0600330","2006-2010",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, California",0.4420,"Lake County, California",0.0156
"G0600350","2006-2010",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Lassen County, California",0.4220,"Lassen County, California",0.0213
"G0600370","2006-2010",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles County, California",0.4890,"Los Angeles County, California",0.0020
"G0600390","2006-2010",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"Madera County, California",0.4410,"Madera County, California",0.0107
"G0600410","2006-2010",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"Marin County, California",0.4980,"Marin County, California",0.0088
"G0600430","2006-2010",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"Mariposa County, California",0.4280,"Mariposa County, California",0.0291
"G0600450","2006-2010",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",0.4440,"Mendocino County, California",0.0119
"G0600470","2006-2010",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"Merced County, California",0.4600,"Merced County, California",0.0105
"G0600490","2006-2010",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Modoc County, California",0.4300,"Modoc County, California",0.0223
"G0600510","2006-2010",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Mono County, California",0.4010,"Mono County, California",0.0462
"G0600530","2006-2010",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey County, California",0.4500,"Monterey County, California",0.0099
"G0600550","2006-2010",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"Napa County, California",0.4610,"Napa County, California",0.0098
"G0600570","2006-2010",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",0.4260,"Nevada County, California",0.0111
"G0600590","2006-2010",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, California",0.4550,"Orange County, California",0.0031
"G0600610","2006-2010",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"Placer County, California",0.4220,"Placer County, California",0.0063
"G0600630","2006-2010",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Plumas County, California",0.4460,"Plumas County, California",0.0328
"G0600650","2006-2010",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside County, California",0.4390,"Riverside County, California",0.0039
"G0600670","2006-2010",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento County, California",0.4310,"Sacramento County, California",0.0035
"G0600690","2006-2010",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"San Benito County, California",0.4140,"San Benito County, California",0.0169
"G0600710","2006-2010",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"San Bernardino County, California",0.4220,"San Bernardino County, California",0.0040
"G0600730","2006-2010",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego County, California",0.4520,"San Diego County, California",0.0034
"G0600750","2006-2010",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",0.5070,"San Francisco County, California",0.0044
"G0600770","2006-2010",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,"San Joaquin County, California",0.4370,"San Joaquin County, California",0.0067
"G0600790","2006-2010",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,"San Luis Obispo County, California",0.4560,"San Luis Obispo County, California",0.0079
"G0600810","2006-2010",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo County, California",0.4670,"San Mateo County, California",0.0051
"G0600830","2006-2010",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara County, California",0.4750,"Santa Barbara County, California",0.0082
"G0600850","2006-2010",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara County, California",0.4500,"Santa Clara County, California",0.0045
"G0600870","2006-2010",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, California",0.4670,"Santa Cruz County, California",0.0084
"G0600890","2006-2010",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,"Shasta County, California",0.4530,"Shasta County, California",0.0096
"G0600910","2006-2010",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, California",0.3890,"Sierra County, California",0.0523
"G0600930","2006-2010",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,"Siskiyou County, California",0.4480,"Siskiyou County, California",0.0188
"G0600950","2006-2010",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,"Solano County, California",0.4040,"Solano County, California",0.0049
"G0600970","2006-2010",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,"Sonoma County, California",0.4410,"Sonoma County, California",0.0066
"G0600990","2006-2010",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,"Stanislaus County, California",0.4410,"Stanislaus County, California",0.0070
"G0601010","2006-2010",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,"Sutter County, California",0.4240,"Sutter County, California",0.0107
"G0601030","2006-2010",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,"Tehama County, California",0.4530,"Tehama County, California",0.0183
"G0601050","2006-2010",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, California",0.4090,"Trinity County, California",0.0221
"G0601070","2006-2010",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,"Tulare County, California",0.4450,"Tulare County, California",0.0062
"G0601090","2006-2010",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,"Tuolumne County, California",0.4330,"Tuolumne County, California",0.0157
"G0601110","2006-2010",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,"Ventura County, California",0.4350,"Ventura County, California",0.0045
"G0601130","2006-2010",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,"Yolo County, California",0.4560,"Yolo County, California",0.0087
"G0601150","2006-2010",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",0.4180,"Yuba County, California",0.0130
"G0800010","2006-2010",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Colorado",0.4030,"Adams County, Colorado",0.0063
"G0800030","2006-2010",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,"Alamosa County, Colorado",0.4740,"Alamosa County, Colorado",0.0238
"G0800050","2006-2010",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",0.4630,"Arapahoe County, Colorado",0.0062
"G0800070","2006-2010",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,"Archuleta County, Colorado",0.4850,"Archuleta County, Colorado",0.0694
"G0800090","2006-2010",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,"Baca County, Colorado",0.4680,"Baca County, Colorado",0.0471
"G0800110","2006-2010",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,"Bent County, Colorado",0.4120,"Bent County, Colorado",0.0350
"G0800130","2006-2010",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder County, Colorado",0.4830,"Boulder County, Colorado",0.0085
"G0800140","2006-2010",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",0.4030,"Broomfield County, Colorado",0.0170
"G0800150","2006-2010",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,"Chaffee County, Colorado",0.4560,"Chaffee County, Colorado",0.0403
"G0800170","2006-2010",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Colorado",0.3970,"Cheyenne County, Colorado",0.0400
"G0800190","2006-2010",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,"Clear Creek County, Colorado",0.4260,"Clear Creek County, Colorado",0.0387
"G0800210","2006-2010",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,"Conejos County, Colorado",0.4290,"Conejos County, Colorado",0.0267
"G0800230","2006-2010",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,"Costilla County, Colorado",0.5080,"Costilla County, Colorado",0.0620
"G0800250","2006-2010",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,"Crowley County, Colorado",0.4370,"Crowley County, Colorado",0.0414
"G0800270","2006-2010",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Colorado",0.4720,"Custer County, Colorado",0.0630
"G0800290","2006-2010",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Colorado",0.4200,"Delta County, Colorado",0.0223
"G0800310","2006-2010",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,"Denver County, Colorado",0.5110,"Denver County, Colorado",0.0060
"G0800330","2006-2010",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,"Dolores County, Colorado",0.3670,"Dolores County, Colorado",0.0428
"G0800350","2006-2010",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",0.3750,"Douglas County, Colorado",0.0090
"G0800370","2006-2010",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,"Eagle County, Colorado",0.4640,"Eagle County, Colorado",0.0263
"G0800390","2006-2010",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,"Elbert County, Colorado",0.3740,"Elbert County, Colorado",0.0292
"G0800410","2006-2010",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Colorado",0.4300,"El Paso County, Colorado",0.0057
"G0800430","2006-2010",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Colorado",0.4480,"Fremont County, Colorado",0.0238
"G0800450","2006-2010",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Colorado",0.3880,"Garfield County, Colorado",0.0210
"G0800470","2006-2010",,,"Colorado","08","Gilpin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,"Gilpin County, Colorado",0.3900,"Gilpin County, Colorado",0.0361
"G0800490","2006-2010",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,"Grand County, Colorado",0.3580,"Grand County, Colorado",0.0267
"G0800510","2006-2010",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,"Gunnison County, Colorado",0.4470,"Gunnison County, Colorado",0.0265
"G0800530","2006-2010",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,"Hinsdale County, Colorado",0.3910,"Hinsdale County, Colorado",0.1141
"G0800550","2006-2010",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,"Huerfano County, Colorado",0.5170,"Huerfano County, Colorado",0.0478
"G0800570","2006-2010",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Colorado",0.4450,"Jackson County, Colorado",0.0869
"G0800590","2006-2010",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Colorado",0.4260,"Jefferson County, Colorado",0.0047
"G0800610","2006-2010",,,"Colorado","08","Kiowa County","061",,,,,,,,,,,,,,,,,,,,,,,,,,"Kiowa County, Colorado",0.4330,"Kiowa County, Colorado",0.0466
"G0800630","2006-2010",,,"Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,"Kit Carson County, Colorado",0.3740,"Kit Carson County, Colorado",0.0198
"G0800650","2006-2010",,,"Colorado","08","Lake County","065",,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Colorado",0.3950,"Lake County, Colorado",0.0410
"G0800670","2006-2010",,,"Colorado","08","La Plata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,"La Plata County, Colorado",0.4190,"La Plata County, Colorado",0.0182
"G0800690","2006-2010",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,,,,,,,,,"Larimer County, Colorado",0.4500,"Larimer County, Colorado",0.0090
"G0800710","2006-2010",,,"Colorado","08","Las Animas County","071",,,,,,,,,,,,,,,,,,,,,,,,,,"Las Animas County, Colorado",0.4630,"Las Animas County, Colorado",0.0376
