GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADKXE001,ADKXE002,ADKXE003,ADKXE004,ADKXE005,ADKXE006,ADKXE007,ADKXE008,ADKXE009,ADKXE010,NAME_M,ADKXM001,ADKXM002,ADKXM003,ADKXM004,ADKXM005,ADKXM006,ADKXM007,ADKXM008,ADKXM009,ADKXM010
"G2901450","2011-2015",,,"Missouri","29","Newton County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Missouri",58777,53461,574,1561,849,46,303,1983,113,1870,"Newton County, Missouri",0,226,113,300,99,45,175,333,58,325
"G2901470","2011-2015",,,"Missouri","29","Nodaway County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nodaway County, Missouri",23186,21821,663,74,366,30,11,221,20,201,"Nodaway County, Missouri",0,45,71,33,60,42,17,74,14,74
"G2901490","2011-2015",,,"Missouri","29","Oregon County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oregon County, Missouri",10979,10470,26,140,12,0,59,272,11,261,"Oregon County, Missouri",0,53,21,78,20,17,42,78,12,79
"G2901510","2011-2015",,,"Missouri","29","Osage County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Osage County, Missouri",13758,13530,114,37,8,3,47,19,1,18,"Osage County, Missouri",0,69,41,38,11,4,70,19,3,18
"G2901530","2011-2015",,,"Missouri","29","Ozark County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ozark County, Missouri",9537,9203,16,13,0,0,43,262,0,262,"Ozark County, Missouri",0,32,31,14,15,15,61,54,15,54
"G2901550","2011-2015",,,"Missouri","29","Pemiscot County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pemiscot County, Missouri",17837,12528,4844,95,6,2,66,296,0,296,"Pemiscot County, Missouri",0,91,137,86,8,2,70,130,17,130
"G2901570","2011-2015",,,"Missouri","29","Perry County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Missouri",19100,18587,151,52,68,0,39,203,15,188,"Perry County, Missouri",0,69,128,47,82,17,56,130,21,128
"G2901590","2011-2015",,,"Missouri","29","Pettis County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pettis County, Missouri",42215,38154,1202,82,172,87,1223,1295,200,1095,"Pettis County, Missouri",0,323,131,69,119,83,291,255,155,173
"G2901610","2011-2015",,,"Missouri","29","Phelps County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phelps County, Missouri",45029,40954,1128,289,1552,0,52,1054,26,1028,"Phelps County, Missouri",0,153,224,108,142,23,59,251,31,243
"G2901630","2011-2015",,,"Missouri","29","Pike County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Missouri",18517,16619,1195,59,50,0,164,430,5,425,"Pike County, Missouri",0,72,132,22,43,17,141,92,6,91
"G2901650","2011-2015",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Platte County, Missouri",93394,81177,5976,307,2409,281,862,2382,156,2226,"Platte County, Missouri",0,350,338,154,165,149,312,440,118,419
"G2901670","2011-2015",,,"Missouri","29","Polk County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Missouri",31107,29706,305,208,134,0,109,645,0,645,"Polk County, Missouri",0,146,62,110,105,23,122,135,23,135
"G2901690","2011-2015",,,"Missouri","29","Pulaski County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Missouri",53443,39986,6497,527,1501,377,1679,2876,320,2556,"Pulaski County, Missouri",0,473,398,169,378,36,445,570,136,549
"G2901710","2011-2015",,,"Missouri","29","Putnam County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Missouri",4895,4790,20,9,38,0,2,36,16,20,"Putnam County, Missouri",0,23,16,12,21,11,4,33,22,19
"G2901730","2011-2015",,,"Missouri","29","Ralls County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ralls County, Missouri",10243,9923,147,90,0,2,2,79,5,74,"Ralls County, Missouri",0,25,58,78,17,5,4,49,10,46
"G2901750","2011-2015",,,"Missouri","29","Randolph County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Missouri",25135,22756,1259,116,130,22,67,785,40,745,"Randolph County, Missouri",0,104,186,52,62,34,49,216,55,208
