GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADOLE001,NAME_M,ADOLM001
"G1800450","2011-2015",,,"Indiana","18","Fountain County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fountain County, Indiana",24619,"Fountain County, Indiana",1549
"G1800470","2011-2015",,,"Indiana","18","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Indiana",24032,"Franklin County, Indiana",1151
"G1800490","2011-2015",,,"Indiana","18","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Indiana",22807,"Fulton County, Indiana",1916
"G1800510","2011-2015",,,"Indiana","18","Gibson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gibson County, Indiana",24682,"Gibson County, Indiana",919
"G1800530","2011-2015",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Indiana",20440,"Grant County, Indiana",574
"G1800550","2011-2015",,,"Indiana","18","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Indiana",22767,"Greene County, Indiana",1090
"G1800570","2011-2015",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Indiana",41316,"Hamilton County, Indiana",865
"G1800590","2011-2015",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Indiana",29058,"Hancock County, Indiana",905
"G1800610","2011-2015",,,"Indiana","18","Harrison County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Indiana",24460,"Harrison County, Indiana",883
"G1800630","2011-2015",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hendricks County, Indiana",30364,"Hendricks County, Indiana",556
"G1800650","2011-2015",,,"Indiana","18","Henry County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Indiana",21286,"Henry County, Indiana",1111
"G1800670","2011-2015",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Indiana",24297,"Howard County, Indiana",571
"G1800690","2011-2015",,,"Indiana","18","Huntington County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huntington County, Indiana",22606,"Huntington County, Indiana",678
"G1800710","2011-2015",,,"Indiana","18","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Indiana",22421,"Jackson County, Indiana",788
"G1800730","2011-2015",,,"Indiana","18","Jasper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Indiana",24614,"Jasper County, Indiana",924
"G1800750","2011-2015",,,"Indiana","18","Jay County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jay County, Indiana",19591,"Jay County, Indiana",933
"G1800770","2011-2015",,,"Indiana","18","Jefferson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Indiana",22139,"Jefferson County, Indiana",1004
"G1800790","2011-2015",,,"Indiana","18","Jennings County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jennings County, Indiana",21434,"Jennings County, Indiana",1066
"G1800810","2011-2015",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Indiana",28889,"Johnson County, Indiana",618
"G1800830","2011-2015",,,"Indiana","18","Knox County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Indiana",21928,"Knox County, Indiana",865
"G1800850","2011-2015",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kosciusko County, Indiana",26011,"Kosciusko County, Indiana",722
"G1800870","2011-2015",,,"Indiana","18","LaGrange County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaGrange County, Indiana",20413,"LaGrange County, Indiana",962
"G1800890","2011-2015",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Indiana",24756,"Lake County, Indiana",368
"G1800910","2011-2015",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LaPorte County, Indiana",23499,"LaPorte County, Indiana",729
"G1800930","2011-2015",,,"Indiana","18","Lawrence County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Indiana",23404,"Lawrence County, Indiana",1025
"G1800950","2011-2015",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Indiana",22236,"Madison County, Indiana",459
"G1800970","2011-2015",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Indiana",24330,"Marion County, Indiana",343
"G1800990","2011-2015",,,"Indiana","18","Marshall County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Indiana",22895,"Marshall County, Indiana",771
"G1801010","2011-2015",,,"Indiana","18","Martin County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Indiana",22939,"Martin County, Indiana",1245
"G1801030","2011-2015",,,"Indiana","18","Miami County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami County, Indiana",21745,"Miami County, Indiana",1213
"G1801050","2011-2015",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Indiana",24266,"Monroe County, Indiana",638
"G1801070","2011-2015",,,"Indiana","18","Montgomery County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Indiana",22911,"Montgomery County, Indiana",741
"G1801090","2011-2015",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Indiana",26175,"Morgan County, Indiana",977
"G1801110","2011-2015",,,"Indiana","18","Newton County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Indiana",23154,"Newton County, Indiana",1159
"G1801130","2011-2015",,,"Indiana","18","Noble County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Noble County, Indiana",23477,"Noble County, Indiana",761
"G1801150","2011-2015",,,"Indiana","18","Ohio County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, Indiana",23848,"Ohio County, Indiana",1406
"G1801170","2011-2015",,,"Indiana","18","Orange County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Indiana",19660,"Orange County, Indiana",956
"G1801190","2011-2015",,,"Indiana","18","Owen County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Owen County, Indiana",21842,"Owen County, Indiana",866
"G1801210","2011-2015",,,"Indiana","18","Parke County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parke County, Indiana",20592,"Parke County, Indiana",2135
"G1801230","2011-2015",,,"Indiana","18","Perry County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Indiana",20964,"Perry County, Indiana",865
"G1801250","2011-2015",,,"Indiana","18","Pike County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Indiana",23169,"Pike County, Indiana",1075
"G1801270","2011-2015",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Porter County, Indiana",29922,"Porter County, Indiana",745
"G1801290","2011-2015",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Posey County, Indiana",29821,"Posey County, Indiana",1846
"G1801310","2011-2015",,,"Indiana","18","Pulaski County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Indiana",22798,"Pulaski County, Indiana",1455
"G1801330","2011-2015",,,"Indiana","18","Putnam County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Indiana",22983,"Putnam County, Indiana",1261
"G1801350","2011-2015",,,"Indiana","18","Randolph County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Indiana",23000,"Randolph County, Indiana",1870
"G1801370","2011-2015",,,"Indiana","18","Ripley County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ripley County, Indiana",23534,"Ripley County, Indiana",798
"G1801390","2011-2015",,,"Indiana","18","Rush County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rush County, Indiana",23186,"Rush County, Indiana",1085
"G1801410","2011-2015",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Joseph County, Indiana",24395,"St. Joseph County, Indiana",413
"G1801430","2011-2015",,,"Indiana","18","Scott County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Indiana",21385,"Scott County, Indiana",1797
"G1801450","2011-2015",,,"Indiana","18","Shelby County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Indiana",24645,"Shelby County, Indiana",671
"G1801470","2011-2015",,,"Indiana","18","Spencer County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spencer County, Indiana",24936,"Spencer County, Indiana",1066
"G1801490","2011-2015",,,"Indiana","18","Starke County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Starke County, Indiana",20899,"Starke County, Indiana",1239
"G1801510","2011-2015",,,"Indiana","18","Steuben County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steuben County, Indiana",24576,"Steuben County, Indiana",849
"G1801530","2011-2015",,,"Indiana","18","Sullivan County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, Indiana",19715,"Sullivan County, Indiana",1057
"G1801550","2011-2015",,,"Indiana","18","Switzerland County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Switzerland County, Indiana",19516,"Switzerland County, Indiana",1110
"G1801570","2011-2015",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tippecanoe County, Indiana",23529,"Tippecanoe County, Indiana",647
"G1801590","2011-2015",,,"Indiana","18","Tipton County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tipton County, Indiana",25868,"Tipton County, Indiana",1447
"G1801610","2011-2015",,,"Indiana","18","Union County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Indiana",21487,"Union County, Indiana",1119
"G1801630","2011-2015",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vanderburgh County, Indiana",24961,"Vanderburgh County, Indiana",650
"G1801650","2011-2015",,,"Indiana","18","Vermillion County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermillion County, Indiana",22022,"Vermillion County, Indiana",940
"G1801670","2011-2015",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vigo County, Indiana",21626,"Vigo County, Indiana",785
"G1801690","2011-2015",,,"Indiana","18","Wabash County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabash County, Indiana",22674,"Wabash County, Indiana",1019
"G1801710","2011-2015",,,"Indiana","18","Warren County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Indiana",27731,"Warren County, Indiana",2229
"G1801730","2011-2015",,,"Indiana","18","Warrick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warrick County, Indiana",30507,"Warrick County, Indiana",1104
"G1801750","2011-2015",,,"Indiana","18","Washington County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Indiana",20483,"Washington County, Indiana",1065
"G1801770","2011-2015",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Indiana",22093,"Wayne County, Indiana",794
"G1801790","2011-2015",,,"Indiana","18","Wells County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wells County, Indiana",24253,"Wells County, Indiana",919
"G1801810","2011-2015",,,"Indiana","18","White County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Indiana",24944,"White County, Indiana",1088
"G1801830","2011-2015",,,"Indiana","18","Whitley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Whitley County, Indiana",26383,"Whitley County, Indiana",1034
"G1900010","2011-2015",,,"Iowa","19","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adair County, Iowa",25990,"Adair County, Iowa",1344
"G1900030","2011-2015",,,"Iowa","19","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Iowa",26428,"Adams County, Iowa",1484
"G1900050","2011-2015",,,"Iowa","19","Allamakee County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allamakee County, Iowa",26077,"Allamakee County, Iowa",1292
"G1900070","2011-2015",,,"Iowa","19","Appanoose County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Appanoose County, Iowa",23653,"Appanoose County, Iowa",1638
"G1900090","2011-2015",,,"Iowa","19","Audubon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Audubon County, Iowa",29882,"Audubon County, Iowa",2747
"G1900110","2011-2015",,,"Iowa","19","Benton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Iowa",29990,"Benton County, Iowa",1834
"G1900130","2011-2015",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Black Hawk County, Iowa",25382,"Black Hawk County, Iowa",466
"G1900150","2011-2015",,,"Iowa","19","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Iowa",26935,"Boone County, Iowa",865
"G1900170","2011-2015",,,"Iowa","19","Bremer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bremer County, Iowa",30504,"Bremer County, Iowa",1159
"G1900190","2011-2015",,,"Iowa","19","Buchanan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buchanan County, Iowa",29045,"Buchanan County, Iowa",2128
"G1900210","2011-2015",,,"Iowa","19","Buena Vista County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buena Vista County, Iowa",24511,"Buena Vista County, Iowa",1527
"G1900230","2011-2015",,,"Iowa","19","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Iowa",26498,"Butler County, Iowa",1282
"G1900250","2011-2015",,,"Iowa","19","Calhoun County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Iowa",26524,"Calhoun County, Iowa",1268
"G1900270","2011-2015",,,"Iowa","19","Carroll County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Iowa",27100,"Carroll County, Iowa",942
"G1900290","2011-2015",,,"Iowa","19","Cass County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Iowa",25868,"Cass County, Iowa",1584
"G1900310","2011-2015",,,"Iowa","19","Cedar County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Iowa",27879,"Cedar County, Iowa",838
"G1900330","2011-2015",,,"Iowa","19","Cerro Gordo County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cerro Gordo County, Iowa",28270,"Cerro Gordo County, Iowa",1381
"G1900350","2011-2015",,,"Iowa","19","Cherokee County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Iowa",27934,"Cherokee County, Iowa",1637
"G1900370","2011-2015",,,"Iowa","19","Chickasaw County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickasaw County, Iowa",26981,"Chickasaw County, Iowa",1660
"G1900390","2011-2015",,,"Iowa","19","Clarke County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Iowa",22586,"Clarke County, Iowa",1119
"G1900410","2011-2015",,,"Iowa","19","Clay County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Iowa",27138,"Clay County, Iowa",1402
"G1900430","2011-2015",,,"Iowa","19","Clayton County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clayton County, Iowa",26124,"Clayton County, Iowa",1162
"G1900450","2011-2015",,,"Iowa","19","Clinton County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Iowa",27255,"Clinton County, Iowa",916
"G1900470","2011-2015",,,"Iowa","19","Crawford County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Iowa",23344,"Crawford County, Iowa",1579
"G1900490","2011-2015",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Iowa",37669,"Dallas County, Iowa",1200
"G1900510","2011-2015",,,"Iowa","19","Davis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davis County, Iowa",23867,"Davis County, Iowa",2295
"G1900530","2011-2015",,,"Iowa","19","Decatur County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Iowa",19493,"Decatur County, Iowa",878
"G1900550","2011-2015",,,"Iowa","19","Delaware County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, Iowa",27563,"Delaware County, Iowa",1371
"G1900570","2011-2015",,,"Iowa","19","Des Moines County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Des Moines County, Iowa",24614,"Des Moines County, Iowa",890
"G1900590","2011-2015",,,"Iowa","19","Dickinson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickinson County, Iowa",34218,"Dickinson County, Iowa",1675
"G1900610","2011-2015",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dubuque County, Iowa",27096,"Dubuque County, Iowa",606
"G1900630","2011-2015",,,"Iowa","19","Emmet County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emmet County, Iowa",27707,"Emmet County, Iowa",2295
"G1900650","2011-2015",,,"Iowa","19","Fayette County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Iowa",24513,"Fayette County, Iowa",862
"G1900670","2011-2015",,,"Iowa","19","Floyd County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Iowa",25918,"Floyd County, Iowa",1761
"G1900690","2011-2015",,,"Iowa","19","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Iowa",25417,"Franklin County, Iowa",1472
"G1900710","2011-2015",,,"Iowa","19","Fremont County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Iowa",29060,"Fremont County, Iowa",1793
"G1900730","2011-2015",,,"Iowa","19","Greene County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Iowa",26918,"Greene County, Iowa",1963
"G1900750","2011-2015",,,"Iowa","19","Grundy County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Iowa",31076,"Grundy County, Iowa",1457
"G1900770","2011-2015",,,"Iowa","19","Guthrie County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Guthrie County, Iowa",28946,"Guthrie County, Iowa",2040
"G1900790","2011-2015",,,"Iowa","19","Hamilton County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Iowa",26001,"Hamilton County, Iowa",2157
"G1900810","2011-2015",,,"Iowa","19","Hancock County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Iowa",26846,"Hancock County, Iowa",1230
"G1900830","2011-2015",,,"Iowa","19","Hardin County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Iowa",26256,"Hardin County, Iowa",1345
"G1900850","2011-2015",,,"Iowa","19","Harrison County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Iowa",26910,"Harrison County, Iowa",1030
"G1900870","2011-2015",,,"Iowa","19","Henry County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Iowa",23439,"Henry County, Iowa",1238
"G1900890","2011-2015",,,"Iowa","19","Howard County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Iowa",25804,"Howard County, Iowa",1893
"G1900910","2011-2015",,,"Iowa","19","Humboldt County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, Iowa",27814,"Humboldt County, Iowa",1851
"G1900930","2011-2015",,,"Iowa","19","Ida County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ida County, Iowa",28398,"Ida County, Iowa",1837
"G1900950","2011-2015",,,"Iowa","19","Iowa County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa County, Iowa",29022,"Iowa County, Iowa",1253
"G1900970","2011-2015",,,"Iowa","19","Jackson County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Iowa",25546,"Jackson County, Iowa",979
"G1900990","2011-2015",,,"Iowa","19","Jasper County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Iowa",26138,"Jasper County, Iowa",890
"G1901010","2011-2015",,,"Iowa","19","Jefferson County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Iowa",25209,"Jefferson County, Iowa",2436
"G1901030","2011-2015",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Iowa",31271,"Johnson County, Iowa",916
"G1901050","2011-2015",,,"Iowa","19","Jones County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Iowa",26937,"Jones County, Iowa",1515
"G1901070","2011-2015",,,"Iowa","19","Keokuk County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keokuk County, Iowa",23076,"Keokuk County, Iowa",861
"G1901090","2011-2015",,,"Iowa","19","Kossuth County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kossuth County, Iowa",28952,"Kossuth County, Iowa",1134
"G1901110","2011-2015",,,"Iowa","19","Lee County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Iowa",22746,"Lee County, Iowa",753
"G1901130","2011-2015",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Linn County, Iowa",30829,"Linn County, Iowa",610
"G1901150","2011-2015",,,"Iowa","19","Louisa County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Louisa County, Iowa",26176,"Louisa County, Iowa",2334
"G1901170","2011-2015",,,"Iowa","19","Lucas County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lucas County, Iowa",23512,"Lucas County, Iowa",1058
"G1901190","2011-2015",,,"Iowa","19","Lyon County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Iowa",26777,"Lyon County, Iowa",1390
"G1901210","2011-2015",,,"Iowa","19","Madison County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Iowa",28922,"Madison County, Iowa",1679
"G1901230","2011-2015",,,"Iowa","19","Mahaska County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mahaska County, Iowa",25228,"Mahaska County, Iowa",1723
"G1901250","2011-2015",,,"Iowa","19","Marion County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Iowa",26280,"Marion County, Iowa",1047
"G1901270","2011-2015",,,"Iowa","19","Marshall County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Iowa",24648,"Marshall County, Iowa",789
"G1901290","2011-2015",,,"Iowa","19","Mills County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mills County, Iowa",28280,"Mills County, Iowa",1144
"G1901310","2011-2015",,,"Iowa","19","Mitchell County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, Iowa",25706,"Mitchell County, Iowa",1223
"G1901330","2011-2015",,,"Iowa","19","Monona County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monona County, Iowa",24730,"Monona County, Iowa",1622
"G1901350","2011-2015",,,"Iowa","19","Monroe County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Iowa",25753,"Monroe County, Iowa",2947
"G1901370","2011-2015",,,"Iowa","19","Montgomery County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Iowa",23445,"Montgomery County, Iowa",1114
"G1901390","2011-2015",,,"Iowa","19","Muscatine County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muscatine County, Iowa",25503,"Muscatine County, Iowa",1172
"G1901410","2011-2015",,,"Iowa","19","O'Brien County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O'Brien County, Iowa",30600,"O'Brien County, Iowa",2238
"G1901430","2011-2015",,,"Iowa","19","Osceola County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Osceola County, Iowa",25306,"Osceola County, Iowa",1319
"G1901450","2011-2015",,,"Iowa","19","Page County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Page County, Iowa",23617,"Page County, Iowa",1213
"G1901470","2011-2015",,,"Iowa","19","Palo Alto County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palo Alto County, Iowa",26154,"Palo Alto County, Iowa",1332
"G1901490","2011-2015",,,"Iowa","19","Plymouth County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plymouth County, Iowa",27991,"Plymouth County, Iowa",975
"G1901510","2011-2015",,,"Iowa","19","Pocahontas County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pocahontas County, Iowa",26406,"Pocahontas County, Iowa",1284
"G1901530","2011-2015",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Iowa",31291,"Polk County, Iowa",487
"G1901550","2011-2015",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pottawattamie County, Iowa",27057,"Pottawattamie County, Iowa",826
"G1901570","2011-2015",,,"Iowa","19","Poweshiek County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poweshiek County, Iowa",26018,"Poweshiek County, Iowa",1303
"G1901590","2011-2015",,,"Iowa","19","Ringgold County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ringgold County, Iowa",26557,"Ringgold County, Iowa",2281
"G1901610","2011-2015",,,"Iowa","19","Sac County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sac County, Iowa",26991,"Sac County, Iowa",1116
"G1901630","2011-2015",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Iowa",29391,"Scott County, Iowa",592
"G1901650","2011-2015",,,"Iowa","19","Shelby County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Iowa",27695,"Shelby County, Iowa",1531
"G1901670","2011-2015",,,"Iowa","19","Sioux County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, Iowa",26029,"Sioux County, Iowa",1028
"G1901690","2011-2015",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Story County, Iowa",25589,"Story County, Iowa",730
"G1901710","2011-2015",,,"Iowa","19","Tama County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tama County, Iowa",26432,"Tama County, Iowa",995
