GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADOLE001,NAME_M,ADOLM001
"G4500190","2011-2015",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charleston County, South Carolina",32162,"Charleston County, South Carolina",651
"G4500210","2011-2015",,,"South Carolina","45","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, South Carolina",19279,"Cherokee County, South Carolina",1161
"G4500230","2011-2015",,,"South Carolina","45","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chester County, South Carolina",18819,"Chester County, South Carolina",999
"G4500250","2011-2015",,,"South Carolina","45","Chesterfield County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chesterfield County, South Carolina",17840,"Chesterfield County, South Carolina",906
"G4500270","2011-2015",,,"South Carolina","45","Clarendon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarendon County, South Carolina",18535,"Clarendon County, South Carolina",927
"G4500290","2011-2015",,,"South Carolina","45","Colleton County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colleton County, South Carolina",19015,"Colleton County, South Carolina",975
"G4500310","2011-2015",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Darlington County, South Carolina",19810,"Darlington County, South Carolina",731
"G4500330","2011-2015",,,"South Carolina","45","Dillon County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dillon County, South Carolina",14736,"Dillon County, South Carolina",752
"G4500350","2011-2015",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dorchester County, South Carolina",25223,"Dorchester County, South Carolina",775
"G4500370","2011-2015",,,"South Carolina","45","Edgefield County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgefield County, South Carolina",21723,"Edgefield County, South Carolina",1103
"G4500390","2011-2015",,,"South Carolina","45","Fairfield County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfield County, South Carolina",20401,"Fairfield County, South Carolina",1742
"G4500410","2011-2015",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Florence County, South Carolina",22877,"Florence County, South Carolina",637
"G4500430","2011-2015",,,"South Carolina","45","Georgetown County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Georgetown County, South Carolina",25216,"Georgetown County, South Carolina",974
"G4500450","2011-2015",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville County, South Carolina",27200,"Greenville County, South Carolina",415
"G4500470","2011-2015",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenwood County, South Carolina",21287,"Greenwood County, South Carolina",854
"G4500490","2011-2015",,,"South Carolina","45","Hampton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampton County, South Carolina",20046,"Hampton County, South Carolina",2208
"G4500510","2011-2015",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Horry County, South Carolina",24094,"Horry County, South Carolina",518
"G4500530","2011-2015",,,"South Carolina","45","Jasper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, South Carolina",17565,"Jasper County, South Carolina",1135
"G4500550","2011-2015",,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kershaw County, South Carolina",22434,"Kershaw County, South Carolina",850
"G4500570","2011-2015",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, South Carolina",22647,"Lancaster County, South Carolina",900
"G4500590","2011-2015",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurens County, South Carolina",20072,"Laurens County, South Carolina",969
"G4500610","2011-2015",,,"South Carolina","45","Lee County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, South Carolina",15662,"Lee County, South Carolina",997
"G4500630","2011-2015",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lexington County, South Carolina",27248,"Lexington County, South Carolina",481
"G4500650","2011-2015",,,"South Carolina","45","McCormick County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCormick County, South Carolina",22201,"McCormick County, South Carolina",2009
"G4500670","2011-2015",,,"South Carolina","45","Marion County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, South Carolina",17553,"Marion County, South Carolina",1533
"G4500690","2011-2015",,,"South Carolina","45","Marlboro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marlboro County, South Carolina",15682,"Marlboro County, South Carolina",803
"G4500710","2011-2015",,,"South Carolina","45","Newberry County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newberry County, South Carolina",21267,"Newberry County, South Carolina",789
"G4500730","2011-2015",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oconee County, South Carolina",24666,"Oconee County, South Carolina",1322
"G4500750","2011-2015",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orangeburg County, South Carolina",17889,"Orangeburg County, South Carolina",521
"G4500770","2011-2015",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pickens County, South Carolina",21222,"Pickens County, South Carolina",643
"G4500790","2011-2015",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, South Carolina",26026,"Richland County, South Carolina",425
"G4500810","2011-2015",,,"South Carolina","45","Saluda County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saluda County, South Carolina",20430,"Saluda County, South Carolina",1340
"G4500830","2011-2015",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spartanburg County, South Carolina",22618,"Spartanburg County, South Carolina",454
"G4500850","2011-2015",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumter County, South Carolina",20806,"Sumter County, South Carolina",726
"G4500870","2011-2015",,,"South Carolina","45","Union County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, South Carolina",19087,"Union County, South Carolina",820
"G4500890","2011-2015",,,"South Carolina","45","Williamsburg County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamsburg County, South Carolina",16344,"Williamsburg County, South Carolina",987
"G4500910","2011-2015",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, South Carolina",27868,"York County, South Carolina",670
"G4600030","2011-2015",,,"South Dakota","46","Aurora County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aurora County, South Dakota",25965,"Aurora County, South Dakota",2065
"G4600050","2011-2015",,,"South Dakota","46","Beadle County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beadle County, South Dakota",24662,"Beadle County, South Dakota",1245
"G4600070","2011-2015",,,"South Dakota","46","Bennett County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bennett County, South Dakota",16549,"Bennett County, South Dakota",2769
"G4600090","2011-2015",,,"South Dakota","46","Bon Homme County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bon Homme County, South Dakota",22165,"Bon Homme County, South Dakota",2089
"G4600110","2011-2015",,,"South Dakota","46","Brookings County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brookings County, South Dakota",25727,"Brookings County, South Dakota",1635
"G4600130","2011-2015",,,"South Dakota","46","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, South Dakota",28841,"Brown County, South Dakota",1227
"G4600150","2011-2015",,,"South Dakota","46","Brule County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brule County, South Dakota",22591,"Brule County, South Dakota",2009
"G4600170","2011-2015",,,"South Dakota","46","Buffalo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buffalo County, South Dakota",11372,"Buffalo County, South Dakota",1406
"G4600190","2011-2015",,,"South Dakota","46","Butte County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, South Dakota",23267,"Butte County, South Dakota",2265
"G4600210","2011-2015",,,"South Dakota","46","Campbell County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campbell County, South Dakota",30998,"Campbell County, South Dakota",6887
"G4600230","2011-2015",,,"South Dakota","46","Charles Mix County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charles Mix County, South Dakota",20814,"Charles Mix County, South Dakota",1046
"G4600250","2011-2015",,,"South Dakota","46","Clark County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, South Dakota",25250,"Clark County, South Dakota",1358
"G4600270","2011-2015",,,"South Dakota","46","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, South Dakota",21121,"Clay County, South Dakota",1292
"G4600290","2011-2015",,,"South Dakota","46","Codington County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Codington County, South Dakota",26767,"Codington County, South Dakota",1673
"G4600310","2011-2015",,,"South Dakota","46","Corson County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Corson County, South Dakota",13848,"Corson County, South Dakota",1254
"G4600330","2011-2015",,,"South Dakota","46","Custer County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, South Dakota",29934,"Custer County, South Dakota",2493
"G4600350","2011-2015",,,"South Dakota","46","Davison County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davison County, South Dakota",25881,"Davison County, South Dakota",1362
"G4600370","2011-2015",,,"South Dakota","46","Day County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Day County, South Dakota",25844,"Day County, South Dakota",2188
"G4600390","2011-2015",,,"South Dakota","46","Deuel County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deuel County, South Dakota",30511,"Deuel County, South Dakota",3205
"G4600410","2011-2015",,,"South Dakota","46","Dewey County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dewey County, South Dakota",16216,"Dewey County, South Dakota",1229
"G4600430","2011-2015",,,"South Dakota","46","Douglas County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, South Dakota",29235,"Douglas County, South Dakota",2424
"G4600450","2011-2015",,,"South Dakota","46","Edmunds County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edmunds County, South Dakota",27487,"Edmunds County, South Dakota",3381
"G4600470","2011-2015",,,"South Dakota","46","Fall River County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fall River County, South Dakota",24653,"Fall River County, South Dakota",1586
"G4600490","2011-2015",,,"South Dakota","46","Faulk County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faulk County, South Dakota",26958,"Faulk County, South Dakota",6352
"G4600510","2011-2015",,,"South Dakota","46","Grant County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, South Dakota",26741,"Grant County, South Dakota",2098
"G4600530","2011-2015",,,"South Dakota","46","Gregory County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gregory County, South Dakota",24035,"Gregory County, South Dakota",1578
"G4600550","2011-2015",,,"South Dakota","46","Haakon County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haakon County, South Dakota",23599,"Haakon County, South Dakota",2600
"G4600570","2011-2015",,,"South Dakota","46","Hamlin County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamlin County, South Dakota",26153,"Hamlin County, South Dakota",1647
"G4600590","2011-2015",,,"South Dakota","46","Hand County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hand County, South Dakota",29723,"Hand County, South Dakota",2284
"G4600610","2011-2015",,,"South Dakota","46","Hanson County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanson County, South Dakota",23656,"Hanson County, South Dakota",2428
"G4600630","2011-2015",,,"South Dakota","46","Harding County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harding County, South Dakota",25087,"Harding County, South Dakota",2837
"G4600650","2011-2015",,,"South Dakota","46","Hughes County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hughes County, South Dakota",29642,"Hughes County, South Dakota",1562
"G4600670","2011-2015",,,"South Dakota","46","Hutchinson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hutchinson County, South Dakota",27880,"Hutchinson County, South Dakota",2388
"G4600690","2011-2015",,,"South Dakota","46","Hyde County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hyde County, South Dakota",26239,"Hyde County, South Dakota",2732
"G4600710","2011-2015",,,"South Dakota","46","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, South Dakota",19216,"Jackson County, South Dakota",2524
"G4600730","2011-2015",,,"South Dakota","46","Jerauld County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jerauld County, South Dakota",34277,"Jerauld County, South Dakota",5655
"G4600750","2011-2015",,,"South Dakota","46","Jones County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, South Dakota",26103,"Jones County, South Dakota",3520
"G4600770","2011-2015",,,"South Dakota","46","Kingsbury County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kingsbury County, South Dakota",29747,"Kingsbury County, South Dakota",1800
"G4600790","2011-2015",,,"South Dakota","46","Lake County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, South Dakota",29610,"Lake County, South Dakota",2143
"G4600810","2011-2015",,,"South Dakota","46","Lawrence County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, South Dakota",27083,"Lawrence County, South Dakota",1436
"G4600830","2011-2015",,,"South Dakota","46","Lincoln County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, South Dakota",35559,"Lincoln County, South Dakota",1597
"G4600850","2011-2015",,,"South Dakota","46","Lyman County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyman County, South Dakota",20912,"Lyman County, South Dakota",1335
"G4600870","2011-2015",,,"South Dakota","46","McCook County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCook County, South Dakota",30086,"McCook County, South Dakota",2938
"G4600890","2011-2015",,,"South Dakota","46","McPherson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McPherson County, South Dakota",22263,"McPherson County, South Dakota",2506
"G4600910","2011-2015",,,"South Dakota","46","Marshall County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, South Dakota",25161,"Marshall County, South Dakota",2298
"G4600930","2011-2015",,,"South Dakota","46","Meade County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meade County, South Dakota",27123,"Meade County, South Dakota",2457
"G4600950","2011-2015",,,"South Dakota","46","Mellette County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mellette County, South Dakota",14123,"Mellette County, South Dakota",1431
"G4600970","2011-2015",,,"South Dakota","46","Miner County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miner County, South Dakota",30204,"Miner County, South Dakota",5200
"G4600990","2011-2015",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Minnehaha County, South Dakota",27387,"Minnehaha County, South Dakota",517
"G4601010","2011-2015",,,"South Dakota","46","Moody County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moody County, South Dakota",26918,"Moody County, South Dakota",1934
"G4601020","2011-2015",,,"South Dakota","46","Oglala Lakota County","102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oglala Lakota County, South Dakota",9150,"Oglala Lakota County, South Dakota",802
"G4601030","2011-2015",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pennington County, South Dakota",27298,"Pennington County, South Dakota",813
"G4601050","2011-2015",,,"South Dakota","46","Perkins County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins County, South Dakota",27174,"Perkins County, South Dakota",2582
"G4601070","2011-2015",,,"South Dakota","46","Potter County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Potter County, South Dakota",29158,"Potter County, South Dakota",3040
"G4601090","2011-2015",,,"South Dakota","46","Roberts County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roberts County, South Dakota",23010,"Roberts County, South Dakota",1314
"G4601110","2011-2015",,,"South Dakota","46","Sanborn County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanborn County, South Dakota",29952,"Sanborn County, South Dakota",2760
"G4601150","2011-2015",,,"South Dakota","46","Spink County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spink County, South Dakota",28165,"Spink County, South Dakota",1613
"G4601170","2011-2015",,,"South Dakota","46","Stanley County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanley County, South Dakota",30597,"Stanley County, South Dakota",3769
"G4601190","2011-2015",,,"South Dakota","46","Sully County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sully County, South Dakota",37078,"Sully County, South Dakota",5797
"G4601210","2011-2015",,,"South Dakota","46","Todd County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Todd County, South Dakota",11616,"Todd County, South Dakota",931
"G4601230","2011-2015",,,"South Dakota","46","Tripp County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tripp County, South Dakota",24560,"Tripp County, South Dakota",2324
"G4601250","2011-2015",,,"South Dakota","46","Turner County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turner County, South Dakota",26958,"Turner County, South Dakota",1191
"G4601270","2011-2015",,,"South Dakota","46","Union County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, South Dakota",36730,"Union County, South Dakota",2765
"G4601290","2011-2015",,,"South Dakota","46","Walworth County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walworth County, South Dakota",25553,"Walworth County, South Dakota",2084
"G4601350","2011-2015",,,"South Dakota","46","Yankton County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yankton County, South Dakota",27044,"Yankton County, South Dakota",1607
"G4601370","2011-2015",,,"South Dakota","46","Ziebach County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ziebach County, South Dakota",12877,"Ziebach County, South Dakota",906
"G4700010","2011-2015",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anderson County, Tennessee",25590,"Anderson County, Tennessee",1179
"G4700030","2011-2015",,,"Tennessee","47","Bedford County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bedford County, Tennessee",20390,"Bedford County, Tennessee",1081
"G4700050","2011-2015",,,"Tennessee","47","Benton County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Tennessee",19285,"Benton County, Tennessee",1055
"G4700070","2011-2015",,,"Tennessee","47","Bledsoe County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bledsoe County, Tennessee",18061,"Bledsoe County, Tennessee",1678
"G4700090","2011-2015",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blount County, Tennessee",25916,"Blount County, Tennessee",786
"G4700110","2011-2015",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradley County, Tennessee",23336,"Bradley County, Tennessee",1218
"G4700130","2011-2015",,,"Tennessee","47","Campbell County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campbell County, Tennessee",18117,"Campbell County, Tennessee",738
"G4700150","2011-2015",,,"Tennessee","47","Cannon County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannon County, Tennessee",21897,"Cannon County, Tennessee",2841
"G4700170","2011-2015",,,"Tennessee","47","Carroll County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Tennessee",19086,"Carroll County, Tennessee",1123
"G4700190","2011-2015",,,"Tennessee","47","Carter County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Tennessee",19166,"Carter County, Tennessee",860
"G4700210","2011-2015",,,"Tennessee","47","Cheatham County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheatham County, Tennessee",23922,"Cheatham County, Tennessee",918
"G4700230","2011-2015",,,"Tennessee","47","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chester County, Tennessee",19440,"Chester County, Tennessee",1531
"G4700250","2011-2015",,,"Tennessee","47","Claiborne County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Claiborne County, Tennessee",18817,"Claiborne County, Tennessee",825
"G4700270","2011-2015",,,"Tennessee","47","Clay County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Tennessee",16881,"Clay County, Tennessee",1684
"G4700290","2011-2015",,,"Tennessee","47","Cocke County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cocke County, Tennessee",18691,"Cocke County, Tennessee",1321
"G4700310","2011-2015",,,"Tennessee","47","Coffee County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coffee County, Tennessee",21680,"Coffee County, Tennessee",903
"G4700330","2011-2015",,,"Tennessee","47","Crockett County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crockett County, Tennessee",19178,"Crockett County, Tennessee",1282
"G4700350","2011-2015",,,"Tennessee","47","Cumberland County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, Tennessee",21770,"Cumberland County, Tennessee",768
"G4700370","2011-2015",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davidson County, Tennessee",29589,"Davidson County, Tennessee",372
"G4700390","2011-2015",,,"Tennessee","47","Decatur County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Tennessee",23715,"Decatur County, Tennessee",2429
"G4700410","2011-2015",,,"Tennessee","47","DeKalb County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Tennessee",25573,"DeKalb County, Tennessee",3223
"G4700430","2011-2015",,,"Tennessee","47","Dickson County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dickson County, Tennessee",22369,"Dickson County, Tennessee",1096
"G4700450","2011-2015",,,"Tennessee","47","Dyer County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dyer County, Tennessee",23044,"Dyer County, Tennessee",1620
"G4700470","2011-2015",,,"Tennessee","47","Fayette County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Tennessee",29431,"Fayette County, Tennessee",1411
"G4700490","2011-2015",,,"Tennessee","47","Fentress County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fentress County, Tennessee",16539,"Fentress County, Tennessee",1318
"G4700510","2011-2015",,,"Tennessee","47","Franklin County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Tennessee",22889,"Franklin County, Tennessee",1205
"G4700530","2011-2015",,,"Tennessee","47","Gibson County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gibson County, Tennessee",20704,"Gibson County, Tennessee",916
"G4700550","2011-2015",,,"Tennessee","47","Giles County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Giles County, Tennessee",20765,"Giles County, Tennessee",989
"G4700570","2011-2015",,,"Tennessee","47","Grainger County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grainger County, Tennessee",18974,"Grainger County, Tennessee",1059
"G4700590","2011-2015",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Tennessee",20398,"Greene County, Tennessee",810
"G4700610","2011-2015",,,"Tennessee","47","Grundy County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Tennessee",16356,"Grundy County, Tennessee",1284
"G4700630","2011-2015",,,"Tennessee","47","Hamblen County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamblen County, Tennessee",20246,"Hamblen County, Tennessee",791
"G4700650","2011-2015",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Tennessee",27518,"Hamilton County, Tennessee",443
"G4700670","2011-2015",,,"Tennessee","47","Hancock County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Tennessee",15169,"Hancock County, Tennessee",1209
"G4700690","2011-2015",,,"Tennessee","47","Hardeman County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardeman County, Tennessee",15671,"Hardeman County, Tennessee",909
"G4700710","2011-2015",,,"Tennessee","47","Hardin County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Tennessee",20740,"Hardin County, Tennessee",1719
"G4700730","2011-2015",,,"Tennessee","47","Hawkins County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hawkins County, Tennessee",20338,"Hawkins County, Tennessee",842
"G4700750","2011-2015",,,"Tennessee","47","Haywood County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haywood County, Tennessee",19027,"Haywood County, Tennessee",1526
"G4700770","2011-2015",,,"Tennessee","47","Henderson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Tennessee",19269,"Henderson County, Tennessee",990
"G4700790","2011-2015",,,"Tennessee","47","Henry County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Tennessee",22207,"Henry County, Tennessee",1178
"G4700810","2011-2015",,,"Tennessee","47","Hickman County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hickman County, Tennessee",17957,"Hickman County, Tennessee",1023
"G4700830","2011-2015",,,"Tennessee","47","Houston County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County, Tennessee",18234,"Houston County, Tennessee",1118
"G4700850","2011-2015",,,"Tennessee","47","Humphreys County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humphreys County, Tennessee",22329,"Humphreys County, Tennessee",1367
"G4700870","2011-2015",,,"Tennessee","47","Jackson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Tennessee",17788,"Jackson County, Tennessee",1964
"G4700890","2011-2015",,,"Tennessee","47","Jefferson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Tennessee",22383,"Jefferson County, Tennessee",1021
"G4700910","2011-2015",,,"Tennessee","47","Johnson County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Tennessee",16916,"Johnson County, Tennessee",1285
"G4700930","2011-2015",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Tennessee",28337,"Knox County, Tennessee",394
"G4700950","2011-2015",,,"Tennessee","47","Lake County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Tennessee",12810,"Lake County, Tennessee",1326
